FL_DATE,Flight_Month,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,Delay_category,Delay_status,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
24-08-2020,2020-08,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,933,LAS,"Las Vegas, NV",DAL,"Dallas, TX",605,601,-4,No delay,Delayed,13,614,1036,2,1040,1038,-2,0,0,0,155,157,142,1067,0,0,0,0,0
19-03-2023,2023-03,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,199,GSP,"Greer, SC",BWI,"Baltimore, MD",1225,1224,-1,No delay,Delayed,6,1230,1330,6,1350,1336,-14,0,0,0,85,72,60,426,0,0,0,0,0
12-08-2020,2020-08,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,461,DEN,"Denver, CO",IAD,"Washington, DC",1415,1406,-9,No delay,Delayed,19,1425,1922,28,1933,1950,17,0,0,0,198,224,177,1452,0,0,17,0,0
17-08-2022,2022-08,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,864,PHL,"Philadelphia, PA",CLT,"Charlotte, NC",2030,2029,-1,No delay,Delayed,21,2050,2203,6,2216,2209,-7,0,0,0,106,100,73,449,0,0,0,0,0
15-02-2019,2019-02,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5406,BDL,"Hartford, CT",RDU,"Raleigh/Durham, NC",620,633,13,No delay,Delayed,11,644,810,4,828,814,-14,0,0,0,128,101,86,532,0,0,0,0,0
19-05-2019,2019-05,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5386,MLB,"Melbourne, FL",CLT,"Charlotte, NC",615,611,-4,No delay,Delayed,12,623,747,9,802,756,-6,0,0,0,107,105,84,490,0,0,0,0,0
27-09-2021,2021-09,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4439,PHX,"Phoenix, AZ",MDW,"Chicago, IL",1715,1714,-1,No delay,Delayed,8,1722,2221,3,2230,2224,-6,0,0,0,195,190,179,1444,0,0,0,0,0
24-12-2022,2022-12,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1033,ATL,"Atlanta, GA",TLH,"Tallahassee, FL",1515,1512,-3,No delay,Delayed,11,1523,1601,4,1618,1605,-13,0,0,0,63,53,38,223,0,0,0,0,0
17-12-2020,2020-12,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1608,DFW,"Dallas/Fort Worth, TX",LGA,"New York, NY",1053,1046,-7,No delay,Delayed,20,1106,1444,9,1515,1453,-22,0,0,0,202,187,158,1389,0,0,0,0,0
25-05-2023,2023-05,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4748,GRB,"Green Bay, WI",ORD,"Chicago, IL",600,550,-10,No delay,Delayed,11,601,645,16,712,701,-11,0,0,0,72,71,44,173,0,0,0,0,0
03-07-2020,2020-07,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1853,DFW,"Dallas/Fort Worth, TX",BOS,"Boston, MA",1030,1026,-4,No delay,Delayed,13,1039,1459,8,1520,1507,-13,0,0,0,230,221,200,1562,0,0,0,0,0
02-11-2021,2021-11,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,992,ATL,"Atlanta, GA",SAN,"San Diego, CA",1533,1531,-2,No delay,Delayed,17,1548,1653,3,1702,1656,-6,0,0,0,269,265,245,1892,0,0,0,0,0
09-03-2023,2023-03,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2629,MIA,"Miami, FL",AUS,"Austin, TX",1840,1916,36,Short Delay,On Time,13,1929,2117,5,2054,2122,28,0,0,0,194,186,168,1103,24,0,0,0,4
06-03-2023,2023-03,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,513,DCA,"Washington, DC",ATL,"Atlanta, GA",600,552,-8,No delay,Delayed,14,606,730,10,802,740,-22,0,0,0,122,108,84,547,0,0,0,0,0
19-06-2023,2023-06,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3557,LAX,"Los Angeles, CA",BNA,"Nashville, TN",635,632,-3,No delay,Delayed,13,645,1217,5,1235,1222,-13,0,0,0,240,230,212,1797,0,0,0,0,0
14-11-2021,2021-11,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5314,CRW,"Charleston/Dunbar, WV",CLT,"Charlotte, NC",1437,1515,38,Short Delay,On Time,14,1529,1612,8,1559,1620,21,0,0,0,82,65,43,221,1,0,0,0,20
22-10-2022,2022-10,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1921,LGB,"Long Beach, CA",SMF,"Sacramento, CA",1840,1903,23,Short Delay,On Time,9,1912,2018,4,2000,2022,22,0,0,0,80,79,66,387,7,0,0,0,15
29-01-2019,2019-01,JetBlue Airways,JetBlue Airways: B6,B6,20409,1033,MCO,"Orlando, FL",SJU,"San Juan, PR",936,932,-4,No delay,Delayed,19,951,1311,5,1325,1316,-9,0,0,0,169,164,140,1189,0,0,0,0,0
24-04-2022,2022-04,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2367,PIT,"Pittsburgh, PA",SFO,"San Francisco, CA",600,557,-3,No delay,Delayed,10,607,810,5,833,815,-18,0,0,0,333,318,303,2254,0,0,0,0,0
24-11-2021,2021-11,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1962,ORD,"Chicago, IL",OMA,"Omaha, NE",1545,1543,-2,No delay,Delayed,15,1558,1709,3,1720,1712,-8,0,0,0,95,89,71,416,0,0,0,0,0
22-04-2023,2023-04,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2720,OKC,"Oklahoma City, OK",DEN,"Denver, CO",1240,1237,-3,No delay,Delayed,13,1250,1307,7,1320,1314,-6,0,0,0,100,97,77,495,0,0,0,0,0
05-06-2022,2022-06,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,815,ORD,"Chicago, IL",MSY,"New Orleans, LA",1616,1631,15,No delay,Delayed,12,1643,1827,5,1841,1832,-9,0,0,0,145,121,104,836,0,0,0,0,0
21-02-2022,2022-02,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1121,PHL,"Philadelphia, PA",TPA,"Tampa, FL",1300,1258,-2,No delay,Delayed,10,1308,1518,5,1545,1523,-22,0,0,0,165,145,130,920,0,0,0,0,0
01-02-2019,2019-02,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5077,DFW,"Dallas/Fort Worth, TX",CVG,"Cincinnati, OH",1936,1929,-7,No delay,Delayed,14,1943,2228,4,2247,2232,-15,0,0,0,131,123,105,812,0,0,0,0,0
27-07-2019,2019-07,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4994,BUF,"Buffalo, NY",PHX,"Phoenix, AZ",1715,1713,-2,No delay,Delayed,7,1720,1819,6,1845,1825,-20,0,0,0,270,252,239,1912,0,0,0,0,0
31-07-2019,2019-07,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,936,TPA,"Tampa, FL",BWI,"Baltimore, MD",2220,2249,29,Short Delay,On Time,8,2257,44,4,30,48,18,0,0,0,130,119,107,842,0,0,0,0,18
26-04-2021,2021-04,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3147,ORD,"Chicago, IL",CVG,"Cincinnati, OH",1244,1239,-5,No delay,Delayed,15,1254,1436,7,1505,1443,-22,0,0,0,81,64,42,264,0,0,0,0,0
14-09-2020,2020-09,Envoy Air,Envoy Air: MQ,MQ,20398,3438,ORD,"Chicago, IL",PWM,"Portland, ME",1825,1818,-7,No delay,Delayed,38,1856,2151,3,2151,2154,3,0,0,0,146,156,115,900,0,0,0,0,0
11-09-2022,2022-09,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2932,CLT,"Charlotte, NC",SAV,"Savannah, GA",1240,1238,-2,No delay,Delayed,10,1248,1326,5,1341,1331,-10,0,0,0,61,53,38,213,0,0,0,0,0
28-02-2020,2020-02,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,310,ATL,"Atlanta, GA",MSY,"New Orleans, LA",726,723,-3,No delay,Delayed,13,736,746,4,800,750,-10,0,0,0,94,87,70,425,0,0,0,0,0
24-05-2022,2022-05,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,922,PVD,"Providence, RI",MDW,"Chicago, IL",550,546,-4,No delay,Delayed,9,555,702,31,725,733,8,0,0,0,155,167,127,842,0,0,0,0,0
17-01-2023,2023-01,JetBlue Airways,JetBlue Airways: B6,B6,20409,781,BOS,"Boston, MA",RIC,"Richmond, VA",1404,1404,0,No delay,Delayed,16,1420,1547,6,1552,1553,1,0,0,0,108,109,87,474,0,0,0,0,0
05-11-2022,2022-11,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,3925,MIA,"Miami, FL",LGA,"New York, NY",1202,1211,9,No delay,Delayed,14,1225,1456,3,1459,1459,0,0,0,0,177,168,151,1096,0,0,0,0,0
13-08-2020,2020-08,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3480,FAT,"Fresno, CA",SAN,"San Diego, CA",830,819,-11,No delay,Delayed,8,827,921,2,933,923,-10,0,0,0,63,64,54,314,0,0,0,0,0
21-11-2021,2021-11,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1367,AUS,"Austin, TX",LAX,"Los Angeles, CA",1508,0,0,No delay,Delayed,0,0,0,0,1630,0,0,1,A,0,202,0,0,1242,0,0,0,0,0
24-12-2019,2019-12,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1893,CLT,"Charlotte, NC",LGA,"New York, NY",1751,1747,-4,No delay,Delayed,10,1757,1918,4,1941,1922,-19,0,0,0,110,95,81,544,0,0,0,0,0
14-10-2021,2021-10,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,61,YAK,"Yakutat, AK",CDV,"Cordova, AK",1216,1218,2,No delay,Delayed,17,1235,1310,4,1305,1314,9,0,0,0,49,56,35,213,0,0,0,0,0
17-10-2020,2020-10,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2056,IND,"Indianapolis, IN",ATL,"Atlanta, GA",720,718,-2,No delay,Delayed,8,726,829,10,855,839,-16,0,0,0,95,81,63,432,0,0,0,0,0
09-05-2023,2023-05,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2503,TPA,"Tampa, FL",MIA,"Miami, FL",1730,1852,82,Long Delay,On Time,16,1908,1947,47,1840,2034,114,0,0,0,70,102,39,204,3,0,32,0,79
21-09-2020,2020-09,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,492,LGA,"New York, NY",DTW,"Detroit, MI",935,930,-5,No delay,Delayed,12,942,1058,8,1138,1106,-32,0,0,0,123,96,76,502,0,0,0,0,0
13-07-2022,2022-07,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1936,LAX,"Los Angeles, CA",OAK,"Oakland, CA",1210,1205,-5,No delay,Delayed,11,1216,1306,6,1320,1312,-8,0,0,0,70,67,50,337,0,0,0,0,0
21-09-2021,2021-09,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2194,CLT,"Charlotte, NC",FLL,"Fort Lauderdale, FL",2100,2056,-4,No delay,Delayed,16,2112,2244,3,2258,2247,-11,0,0,0,118,111,92,632,0,0,0,0,0
28-03-2020,2020-03,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2212,DFW,"Dallas/Fort Worth, TX",IAH,"Houston, TX",1859,0,0,No delay,Delayed,0,0,0,0,2014,0,0,1,D,0,75,0,0,224,0,0,0,0,0
17-12-2021,2021-12,Allegiant Air,Allegiant Air: G4,G4,20368,259,LAS,"Las Vegas, NV",MSO,"Missoula, MT",1820,1912,52,Short Delay,On Time,15,1927,2227,7,2140,2234,54,0,0,0,140,142,120,750,2,0,2,0,50
27-02-2023,2023-02,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2456,IND,"Indianapolis, IN",DFW,"Dallas/Fort Worth, TX",1803,1801,-2,No delay,Delayed,12,1813,1905,18,1936,1923,-13,0,0,0,153,142,112,761,0,0,0,0,0
13-11-2019,2019-11,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,433,SFO,"San Francisco, CA",LAX,"Los Angeles, CA",1252,1248,-4,No delay,Delayed,31,1319,1413,14,1426,1427,1,0,0,0,94,99,54,337,0,0,0,0,0
13-07-2020,2020-07,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4907,ATL,"Atlanta, GA",MOB,"Mobile, AL",1535,1534,-1,No delay,Delayed,10,1544,1536,4,1551,1540,-11,0,0,0,76,66,52,302,0,0,0,0,0
30-09-2019,2019-09,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1507,LAX,"Los Angeles, CA",CLT,"Charlotte, NC",1130,1212,42,Short Delay,On Time,17,1229,1934,7,1920,1941,21,0,0,0,290,269,245,2125,0,0,0,0,21
07-04-2022,2022-04,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1663,EWR,"Newark, NJ",BOS,"Boston, MA",1157,1157,0,No delay,Delayed,16,1213,1249,7,1305,1256,-9,0,0,0,68,59,36,200,0,0,0,0,0
29-03-2021,2021-03,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2463,DEN,"Denver, CO",FLL,"Fort Lauderdale, FL",1750,1827,37,Short Delay,On Time,20,1847,3,4,2344,7,23,0,0,0,234,220,196,1703,3,0,0,0,20
04-03-2023,2023-03,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,540,BOS,"Boston, MA",ATL,"Atlanta, GA",815,917,62,Long Delay,On Time,13,930,1156,6,1123,1202,39,0,0,0,188,165,146,946,0,39,0,0,0
12-04-2021,2021-04,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,985,DCA,"Washington, DC",JFK,"New York, NY",1712,1746,34,Short Delay,On Time,9,1755,1837,32,1845,1909,24,0,0,0,93,83,42,213,24,0,0,0,0
17-01-2020,2020-01,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5708,SFO,"San Francisco, CA",BOI,"Boise, ID",1415,1440,25,Short Delay,On Time,24,1504,1717,2,1705,1719,14,0,0,0,110,99,73,522,0,0,0,0,0
29-11-2019,2019-11,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,6096,IAH,"Houston, TX",OKC,"Oklahoma City, OK",1805,1814,9,No delay,Delayed,30,1844,1954,3,1940,1957,17,0,0,0,95,103,70,395,17,0,0,0,0
05-08-2022,2022-08,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,382,CHA,"Chattanooga, TN",ATL,"Atlanta, GA",700,657,-3,No delay,Delayed,10,707,731,5,745,736,-9,0,0,0,45,39,24,106,0,0,0,0,0
28-11-2020,2020-11,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2312,ATL,"Atlanta, GA",SRQ,"Sarasota/Bradenton, FL",1945,1943,-2,No delay,Delayed,10,1953,2055,4,2110,2059,-11,0,0,0,85,76,62,444,0,0,0,0,0
21-10-2019,2019-10,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1291,SAN,"San Diego, CA",LAS,"Las Vegas, NV",1230,1234,4,No delay,Delayed,13,1247,1335,13,1350,1348,-2,0,0,0,80,74,48,258,0,0,0,0,0
28-04-2022,2022-04,Envoy Air,Envoy Air: MQ,MQ,20398,3615,CID,"Cedar Rapids/Iowa City, IA",ORD,"Chicago, IL",1624,1629,5,No delay,Delayed,12,1641,1720,10,1734,1730,-4,0,0,0,70,61,39,196,0,0,0,0,0
18-10-2021,2021-10,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,6195,IAH,"Houston, TX",ORF,"Norfolk, VA",1156,1209,13,No delay,Delayed,13,1222,1558,3,1555,1601,6,0,0,0,179,172,156,1201,0,0,0,0,0
29-09-2019,2019-09,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2362,STL,"St. Louis, MO",BOS,"Boston, MA",1925,1930,5,No delay,Delayed,10,1940,2248,7,2305,2255,-10,0,0,0,160,145,128,1047,0,0,0,0,0
04-11-2022,2022-11,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2636,SFO,"San Francisco, CA",SEA,"Seattle, WA",1017,1011,-6,No delay,Delayed,12,1023,1210,8,1235,1218,-17,0,0,0,138,127,107,679,0,0,0,0,0
21-03-2019,2019-03,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3337,LAX,"Los Angeles, CA",STS,"Santa Rosa, CA",2055,2137,42,Short Delay,On Time,20,2157,2302,5,2235,2307,32,0,0,0,100,90,65,400,0,0,0,0,32
24-03-2021,2021-03,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,639,TPA,"Tampa, FL",IAD,"Washington, DC",1415,1433,18,Short Delay,On Time,13,1446,1637,5,1632,1642,10,0,0,0,137,129,111,811,0,0,0,0,0
18-03-2023,2023-03,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2823,DCA,"Washington, DC",TPA,"Tampa, FL",1159,1155,-4,No delay,Delayed,54,1249,1458,13,1422,1511,49,0,0,0,143,196,129,814,0,0,49,0,0
03-12-2019,2019-12,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1925,OAK,"Oakland, CA",LAX,"Los Angeles, CA",1340,1351,11,No delay,Delayed,11,1402,1501,10,1510,1511,1,0,0,0,90,80,59,337,0,0,0,0,0
08-08-2022,2022-08,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1362,LAS,"Las Vegas, NV",ATL,"Atlanta, GA",1435,1434,-1,No delay,Delayed,22,1456,2140,7,2140,2147,7,0,0,0,245,253,224,1747,0,0,0,0,0
21-02-2022,2022-02,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2927,ATL,"Atlanta, GA",BHM,"Birmingham, AL",2259,2259,0,No delay,Delayed,14,2313,2243,7,2251,2250,-1,0,0,0,52,51,30,134,0,0,0,0,0
08-04-2022,2022-04,Envoy Air,Envoy Air: MQ,MQ,20398,4209,DFW,"Dallas/Fort Worth, TX",SPS,"Wichita Falls, TX",850,846,-4,No delay,Delayed,21,907,935,9,947,944,-3,0,0,0,57,58,28,113,0,0,0,0,0
01-03-2022,2022-03,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5012,ATL,"Atlanta, GA",MOB,"Mobile, AL",940,935,-5,No delay,Delayed,11,946,940,4,959,944,-15,0,0,0,79,69,54,302,0,0,0,0,0
17-05-2021,2021-05,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2116,TUS,"Tucson, AZ",LAS,"Las Vegas, NV",600,557,-3,No delay,Delayed,7,604,700,5,720,705,-15,0,0,0,80,68,56,365,0,0,0,0,0
08-02-2020,2020-02,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3965,FSD,"Sioux Falls, SD",MSP,"Minneapolis, MN",1055,1042,-13,No delay,Delayed,22,1104,1142,2,1207,1144,-23,0,0,0,72,62,38,196,0,0,0,0,0
28-07-2022,2022-07,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2781,STL,"St. Louis, MO",OKC,"Oklahoma City, OK",1610,1616,6,No delay,Delayed,15,1631,1748,4,1730,1752,22,0,0,0,80,96,77,462,6,0,16,0,0
28-04-2021,2021-04,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,6146,MCI,"Kansas City, MO",IAH,"Houston, TX",630,625,-5,No delay,Delayed,15,640,841,8,843,849,6,0,0,0,133,144,121,643,0,0,0,0,0
11-10-2020,2020-10,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1709,FLL,"Fort Lauderdale, FL",CLT,"Charlotte, NC",1727,1721,-6,No delay,Delayed,10,1731,1915,6,1924,1921,-3,0,0,0,117,120,104,632,0,0,0,0,0
26-03-2022,2022-03,JetBlue Airways,JetBlue Airways: B6,B6,20409,2428,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",1901,1957,56,Short Delay,On Time,16,2013,2126,4,2038,2130,52,0,0,0,97,93,73,416,7,0,0,0,45
27-06-2023,2023-06,Republic Airline,Republic Airline: YX,YX,20452,4543,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1524,1519,-5,No delay,Delayed,15,1534,1549,10,1603,1559,-4,0,0,0,99,100,75,442,0,0,0,0,0
26-07-2020,2020-07,Republic Airline,Republic Airline: YX,YX,20452,4407,RDU,"Raleigh/Durham, NC",PHL,"Philadelphia, PA",815,808,-7,No delay,Delayed,11,819,920,5,949,925,-24,0,0,0,94,77,61,337,0,0,0,0,0
23-07-2021,2021-07,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2627,SAN,"San Diego, CA",IAH,"Houston, TX",1345,1344,-1,No delay,Delayed,16,1400,1855,6,1853,1901,8,0,0,0,188,197,175,1303,0,0,0,0,0
08-10-2020,2020-10,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5472,ORD,"Chicago, IL",OMA,"Omaha, NE",1950,1949,-1,No delay,Delayed,26,2015,2121,5,2135,2126,-9,0,0,0,105,97,66,416,0,0,0,0,0
01-03-2021,2021-03,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,392,LAX,"Los Angeles, CA",JFK,"New York, NY",845,847,2,No delay,Delayed,11,858,1642,6,1700,1648,-12,0,0,0,315,301,284,2475,0,0,0,0,0
21-05-2022,2022-05,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,645,OGG,"Kahului, HI",PHX,"Phoenix, AZ",2243,2240,-3,No delay,Delayed,9,2249,716,3,725,719,-6,0,0,0,342,339,327,2845,0,0,0,0,0
06-04-2019,2019-04,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2798,ATL,"Atlanta, GA",EYW,"Key West, FL",1500,1457,-3,No delay,Delayed,14,1511,1637,3,1652,1640,-12,0,0,0,112,103,86,646,0,0,0,0,0
02-06-2022,2022-06,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1550,BWI,"Baltimore, MD",FLL,"Fort Lauderdale, FL",1720,1818,58,Short Delay,On Time,12,1830,2039,3,1955,2042,47,0,0,0,155,144,129,925,0,0,0,0,47
26-08-2022,2022-08,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2697,ATL,"Atlanta, GA",DAL,"Dallas, TX",820,820,0,No delay,Delayed,24,844,922,3,925,925,0,0,0,0,125,125,98,721,0,0,0,0,0
01-04-2021,2021-04,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3370,LAX,"Los Angeles, CA",PDX,"Portland, OR",845,843,-2,No delay,Delayed,18,901,1053,5,1113,1058,-15,0,0,0,148,135,112,834,0,0,0,0,0
03-02-2022,2022-02,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5083,HYS,"Hays, KS",DEN,"Denver, CO",1200,1151,-9,No delay,Delayed,9,1200,1150,10,1228,1200,-28,0,0,0,88,69,50,298,0,0,0,0,0
04-04-2019,2019-04,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2255,ATL,"Atlanta, GA",PHL,"Philadelphia, PA",904,917,13,No delay,Delayed,9,926,1055,2,1106,1057,-9,0,0,0,122,100,89,666,0,0,0,0,0
19-04-2022,2022-04,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5291,JFK,"New York, NY",BTV,"Burlington, VT",2200,2207,7,No delay,Delayed,24,2231,2318,5,2332,2323,-9,0,0,0,92,76,47,266,0,0,0,0,0
18-01-2019,2019-01,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,851,ATL,"Atlanta, GA",PBI,"West Palm Beach/Palm Beach, FL",1347,1401,14,No delay,Delayed,12,1413,1530,4,1538,1534,-4,0,0,0,111,93,77,545,0,0,0,0,0
06-05-2022,2022-05,Allegiant Air,Allegiant Air: G4,G4,20368,731,VPS,"Valparaiso, FL",CVG,"Cincinnati, OH",1657,1726,29,Short Delay,On Time,16,1742,2012,7,1945,2019,34,0,0,0,108,113,90,600,26,0,5,0,3
19-03-2021,2021-03,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3066,ROC,"Rochester, NY",ORD,"Chicago, IL",1637,1650,13,No delay,Delayed,12,1702,1725,9,1739,1734,-5,0,0,0,122,104,83,528,0,0,0,0,0
24-06-2021,2021-06,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1548,LAX,"Los Angeles, CA",SFO,"San Francisco, CA",1600,1606,6,No delay,Delayed,43,1649,1745,3,1713,1748,35,0,0,0,73,102,56,337,0,0,29,0,6
11-01-2023,2023-01,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,45,SJC,"San Jose, CA",OGG,"Kahului, HI",840,854,14,No delay,Delayed,10,904,1248,18,1220,1306,46,0,0,0,340,372,344,2355,32,14,0,0,0
04-12-2022,2022-12,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3299,STL,"St. Louis, MO",LGA,"New York, NY",1035,1044,9,No delay,Delayed,7,1051,1338,4,1355,1342,-13,0,0,0,140,118,107,888,0,0,0,0,0
05-10-2021,2021-10,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2510,ATL,"Atlanta, GA",IND,"Indianapolis, IN",1724,1909,105,Long Delay,On Time,8,1917,2029,5,1850,2034,104,0,0,0,86,85,72,432,0,104,0,0,0
29-10-2021,2021-10,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1449,MCO,"Orlando, FL",MIA,"Miami, FL",2120,2142,22,Short Delay,On Time,24,2206,2245,12,2229,2257,28,0,0,0,69,75,39,192,0,0,6,0,22
27-12-2019,2019-12,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,796,SEA,"Seattle, WA",MSY,"New Orleans, LA",1725,1722,-3,No delay,Delayed,15,1737,2346,3,2359,2349,-10,0,0,0,274,267,249,2086,0,0,0,0,0
09-06-2022,2022-06,JetBlue Airways,JetBlue Airways: B6,B6,20409,1319,BOS,"Boston, MA",MIA,"Miami, FL",1408,0,0,No delay,Delayed,0,0,0,0,1737,0,0,1,A,0,209,0,0,1258,0,0,0,0,0
31-12-2020,2020-12,JetBlue Airways,JetBlue Airways: B6,B6,20409,250,SAV,"Savannah, GA",BOS,"Boston, MA",1312,1300,-12,No delay,Delayed,8,1308,1500,4,1525,1504,-21,0,0,0,133,124,112,901,0,0,0,0,0
03-08-2019,2019-08,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3781,DTW,"Detroit, MI",ALB,"Albany, NY",1010,1005,-5,No delay,Delayed,14,1019,1122,5,1144,1127,-17,0,0,0,94,82,63,489,0,0,0,0,0
30-04-2022,2022-04,JetBlue Airways,JetBlue Airways: B6,B6,20409,1720,MCO,"Orlando, FL",BOS,"Boston, MA",600,554,-6,No delay,Delayed,14,608,842,6,857,848,-9,0,0,0,177,174,154,1121,0,0,0,0,0
15-12-2021,2021-12,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1358,DTW,"Detroit, MI",CLT,"Charlotte, NC",1721,1712,-9,No delay,Delayed,15,1727,1844,9,1919,1853,-26,0,0,0,118,101,77,500,0,0,0,0,0
